Meteorological Data from PISCES 2 located at the Slave River at Fitzgerald at 15 minute intervals ,,,,,,,,,,,,,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 14:45:00,3.682,47.4,6.0,0.9,22.12,49.20,739.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 15:00:00,4.257,58.1,6.0,2.5,22.37,48.04,739.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 15:15:00,5.129,44.3,7.0,3.2,22.53,47.66,739.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 15:30:00,5.529,51.3,8.8,3.0,22.71,47.07,739.0,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 15:45:00,5.534,50.6,7.5,3.3,22.89,46.46,739.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 16:00:00,6.103,59.1,8.4,4.4,22.99,46.72,738.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 16:15:00,5.120,69.0,8.0,3.0,22.80,47.52,738.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 16:30:00,5.088,70.6,7.0,3.1,22.73,48.25,739.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 16:45:00,5.063,70.1,7.0,3.2,22.92,47.02,739.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 17:00:00,4.161,78.5,6.0,2.1,22.91,46.35,739.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 17:15:00,4.208,65.3,6.2,2.5,23.08,45.92,739.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 17:30:00,5.236,68.0,8.1,3.3,22.95,46.20,738.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 17:45:00,4.471,63.1,6.5,2.5,22.80,46.64,738.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 18:00:00,4.280,68.2,6.9,2.7,22.72,47.31,738.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 18:15:00,4.063,71.4,6.1,2.4,22.55,47.58,738.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 18:30:00,4.987,52.7,7.0,3.0,22.63,47.52,738.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 18:45:00,4.417,59.6,7.8,2.7,22.65,47.45,738.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 19:00:00,4.540,58.9,6.8,2.2,22.56,47.09,738.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 19:15:00,3.997,60.2,6.0,2.5,22.45,46.71,738.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 19:30:00,4.493,60.1,6.7,2.7,22.31,46.08,738.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 19:45:00,3.246,54.8,4.7,2.1,22.10,45.96,738.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 20:00:00,2.800,49.1,4.1,1.4,21.79,46.58,738.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 20:15:00,1.824,30.9,2.8,1.0,21.39,48.03,738.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 20:30:00,1.859,11.8,2.5,1.2,20.90,49.83,738.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 20:45:00,2.137,0.2,3.1,1.5,20.51,51.25,738.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 21:00:00,2.107,6.1,3.2,1.5,20.27,49.63,738.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 21:15:00,2.399,359.5,3.4,1.8,19.86,51.67,738.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 21:30:00,2.604,7.2,3.6,2.0,19.72,47.82,738.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 21:45:00,2.690,14.3,3.6,2.0,19.50,47.59,738.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 22:00:00,2.870,19.1,4.0,2.1,19.33,46.13,738.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 22:15:00,3.499,25.1,4.6,2.2,19.10,46.09,738.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 22:30:00,3.262,31.8,4.6,2.2,18.95,47.39,738.2,0.02,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 22:45:00,3.146,33.8,5.3,2.2,18.84,48.65,738.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 23:00:00,2.810,35.9,4.2,1.5,18.80,49.66,738.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 23:15:00,2.804,33.9,3.9,1.9,18.66,50.06,738.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 23:30:00,2.931,26.3,3.9,2.1,18.52,51.04,737.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/22/2012 23:45:00,2.687,32.9,4.0,1.6,18.50,50.79,737.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 00:00:00,2.857,28.1,4.1,1.9,18.42,51.54,737.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 00:15:00,2.534,26.9,4.0,1.2,18.28,51.82,737.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 00:30:00,2.631,23.7,3.8,1.5,18.10,52.89,737.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 00:45:00,2.630,28.9,3.9,1.5,17.95,53.43,737.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 01:00:00,2.884,38.1,4.2,1.9,17.90,54.32,737.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 01:15:00,3.354,47.8,4.9,2.3,17.91,54.86,737.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 01:30:00,3.880,54.8,5.5,2.9,18.00,55.89,737.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 01:45:00,3.958,56.6,5.7,2.9,18.00,57.24,737.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 02:00:00,3.851,53.5,5.6,2.9,17.86,57.77,737.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 02:15:00,4.097,51.1,5.3,3.2,17.74,59.08,737.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 02:30:00,3.613,49.9,5.2,2.9,17.57,59.52,737.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 02:45:00,2.893,41.4,4.8,1.9,17.40,61.43,737.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 03:00:00,2.552,51.7,3.8,1.7,17.24,62.12,736.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 03:15:00,2.858,48.1,4.0,1.4,17.20,63.42,736.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 03:30:00,3.092,51.5,4.7,1.9,17.20,63.76,736.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 03:45:00,3.168,39.3,4.9,1.7,17.17,64.12,736.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 04:00:00,2.263,74.4,4.2,1.0,17.10,64.77,736.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 04:15:00,2.421,42.6,3.5,1.2,17.04,65.21,736.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 04:30:00,2.403,50.3,4.4,1.4,16.96,65.46,736.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 04:45:00,1.896,42.1,3.5,1.2,16.88,66.74,736.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 05:00:00,1.917,30.2,3.6,1.0,16.70,66.95,736.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 05:15:00,1.511,30.7,2.7,0.6,16.60,67.27,736.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 05:30:00,1.222,54.3,2.4,0.3,16.51,67.78,736.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 05:45:00,0.780,89.6,1.7,0.2,16.41,69.06,736.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 06:00:00,0.620,97.2,1.1,0.2,16.40,70.11,736.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 06:15:00,0.703,94.5,1.4,0.2,16.40,70.55,736.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 06:30:00,0.682,82.2,1.3,0.1,16.36,70.77,736.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 06:45:00,0.930,26.0,1.4,0.5,16.34,70.88,736.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 07:00:00,1.550,359.8,2.1,0.9,16.11,72.21,736.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 07:15:00,1.110,2.4,1.6,0.7,15.90,72.87,736.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 07:30:00,0.513,53.7,0.8,0.1,16.01,73.26,736.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 07:45:00,1.050,39.0,1.7,0.5,16.07,73.12,736.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 08:00:00,1.493,68.5,2.2,0.4,15.95,74.71,736.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 08:15:00,2.076,10.1,2.8,1.2,15.86,76.79,736.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 08:30:00,1.451,54.0,2.2,1.0,15.68,79.02,736.2,0.39,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 08:45:00,1.463,30.6,2.2,0.7,15.57,82.00,736.1,0.11,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 09:00:00,1.543,12.9,2.2,0.8,15.39,85.90,736.1,0.78,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 09:15:00,2.050,28.1,3.6,1.0,15.39,87.80,736.1,0.56,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 09:30:00,3.027,44.1,4.6,1.9,15.55,88.20,736.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 09:45:00,2.624,54.1,3.3,1.9,15.83,88.40,736.1,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 10:00:00,2.919,64.3,4.3,2.2,16.09,87.80,736.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 10:15:00,2.341,56.4,3.8,1.6,16.23,88.10,735.9,0.04,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 10:30:00,2.480,66.0,3.7,1.7,16.31,88.40,735.8,0.23,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 10:45:00,2.224,81.3,3.4,1.4,16.31,88.70,735.8,0.2,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 11:00:00,2.326,84.1,3.5,1.2,16.20,89.20,735.8,0.13,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 11:15:00,2.000,84.0,2.9,1.2,16.20,89.70,735.8,0.05,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 11:30:00,1.580,108.1,2.8,0.9,16.24,90.20,735.8,0.09,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 11:45:00,1.719,91.3,2.5,1.0,16.40,90.10,735.8,0.13,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 12:00:00,1.871,86.9,3.7,1.1,16.55,90.30,735.7,0.04,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 12:15:00,1.774,85.0,2.7,1.0,16.71,90.60,735.5,0.06,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 12:30:00,2.033,106.9,3.2,1.1,16.91,90.80,735.5,0.13,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 12:45:00,2.903,112.2,4.1,2.0,16.99,89.90,735.5,0.83,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 13:00:00,2.250,105.7,3.6,1.4,16.89,91.00,735.5,0.63,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 13:15:00,2.093,104.1,3.4,1.3,16.98,91.00,735.4,0.71,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 13:30:00,2.022,98.3,3.2,0.9,17.02,90.30,735.4,0.16,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 13:45:00,1.747,101.8,2.7,1.0,17.18,90.20,735.2,0.02,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 14:00:00,1.546,111.1,2.5,0.9,17.40,90.10,735.2,0.02,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 14:15:00,2.212,85.2,4.0,1.2,17.57,89.80,735.2,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 14:30:00,2.961,81.2,4.9,1.7,17.60,88.60,735.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 14:45:00,2.719,80.9,4.0,1.8,17.56,89.00,735.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 15:00:00,2.666,75.1,4.3,1.5,17.50,89.40,735.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 15:15:00,2.388,75.3,3.5,1.8,17.60,89.50,734.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 15:30:00,1.853,79.1,3.3,0.9,17.72,89.80,734.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 15:45:00,2.063,85.6,3.4,1.1,17.80,89.60,734.8,0.06,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 16:00:00,2.193,84.0,3.6,1.1,17.78,90.10,734.8,0.11,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 16:15:00,1.829,99.0,2.9,0.8,17.71,90.00,734.7,0.11,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 16:30:00,2.083,80.0,3.1,1.2,17.70,90.20,734.6,0.05,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 16:45:00,1.919,83.1,3.2,1.1,17.76,89.90,734.5,0.05,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 17:00:00,1.788,86.1,3.4,0.8,17.80,89.70,734.4,0.06,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 17:15:00,2.373,92.6,3.8,1.1,17.80,88.90,734.3,0.04,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 17:30:00,1.802,88.4,2.9,0.9,17.79,88.70,734.3,0.02,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 17:45:00,1.967,69.7,3.9,0.9,17.80,90.20,734.3,0.05,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 18:00:00,2.906,53.0,4.4,1.7,17.71,89.40,734.3,0.03,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 18:15:00,2.544,42.6,3.9,1.5,17.53,89.60,734.2,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 18:30:00,2.048,27.9,3.4,1.2,17.41,90.40,734.1,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/23/2012 18:45:00,2.159,18.0,3.3,1.4,17.32,90.30,734.0,0.02,0,,,,,,,,,,,
