Water Quality Data from PISCES 2 located at the Slave River at Fitzgerald ,,,,,,,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/17/2012 14:13:00,1.0,13.16,185,8.14,69.1,10.03,95.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/17/2012 16:13:00,1.0,13.63,190,8.16,71.2,9.99,96.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/17/2012 18:13:00,1.0,13.73,194,8.16,77.2,9.94,95.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/17/2012 20:13:00,1.0,13.04,197,8.13,83.7,9.96,94.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/17/2012 22:13:00,1.0,12.41,197,8.02,80.0,10.05,94.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/18/2012 00:13:00,1.0,12.01,195,8.00,87.5,10.10,93.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/18/2012 02:13:00,1.0,11.84,191,8.10,87.9,10.17,94.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/18/2012 04:13:00,1.0,11.89,188,8.16,87.6,10.18,94.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/18/2012 06:13:00,1.0,11.77,185,8.15,85.8,10.19,94.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/18/2012 08:13:00,1.0,11.88,184,8.15,90.8,10.22,94.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,09/18/2012 10:13:00,1.0,11.92,183,8.13,92.6,10.24,94.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/12/2012 20:13:00,4.0,15.84,,8.02,186.6,9.34,94.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/12/2012 22:13:00,4.0,15.65,130,8.03,186.9,9.34,93.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 00:13:00,4.0,15.41,130,8.04,188.5,9.37,93.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 02:13:00,4.0,15.15,124,8.04,181.2,9.38,93.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 04:13:00,4.0,15.11,125,8.04,176.2,9.38,93.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 06:13:00,4.0,15.36,135,8.09,170.6,9.32,93.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 08:13:00,4.0,15.47,136,8.08,165.8,9.29,93.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 10:13:00,4.0,15.76,128,8.01,178.7,9.24,93.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 12:13:00,4.0,16.17,167,8.01,175.7,9.19,93.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 14:13:00,4.0,16.52,129,8.00,177.3,9.14,93.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 16:13:00,4.0,16.60,107,7.97,177.1,9.12,93.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 18:13:00,4.0,16.36,104,7.95,182.7,9.12,93.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 20:13:00,4.0,16.23,192,7.95,174.7,9.11,92.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/13/2012 22:13:00,4.0,16.11,191,8.02,181.7,9.08,92.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 00:13:00,4.0,16.08,191,8.04,186.8,9.06,92.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 02:13:00,4.0,16.04,190,8.02,192.4,9.02,91.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 04:13:00,4.0,15.99,189,8.02,202.0,9.01,91.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 06:13:00,4.0,15.89,188,8.03,209.1,9.00,91.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 08:13:00,4.0,15.81,188,8.03,220.4,8.98,90.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 10:13:00,4.0,15.72,188,8.02,222.8,8.95,90.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 12:13:00,4.0,15.74,188,7.99,199.7,8.95,90.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 14:13:00,4.0,15.68,188,8.00,208.2,8.94,90.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 16:13:00,4.0,15.67,193,7.99,238.2,8.93,89.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 18:13:00,4.0,15.56,194,8.00,263.8,8.92,89.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 20:13:00,4.0,15.43,194,8.03,281.6,8.89,89.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 22:13:00,4.0,15.29,195,8.03,299.2,8.82,88.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 00:13:00,4.0,15.19,195,8.03,306.9,8.83,87.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 02:13:00,4.0,15.06,195,8.02,319.8,8.81,87.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 04:13:00,4.0,14.91,195,8.01,313.8,8.83,87.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 06:13:00,4.0,14.78,195,8.00,326.3,8.81,87.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 08:13:00,4.0,14.65,196,7.99,330.6,8.79,86.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 10:13:00,4.0,14.62,197,7.96,333.5,8.78,86.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 12:13:00,4.0,14.62,198,7.92,340.1,8.77,86.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 14:13:00,4.0,14.64,199,7.95,348.1,8.78,86.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 16:13:00,4.0,14.60,207,8.06,354.1,8.86,87.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 18:13:00,4.0,14.61,217,8.09,371.2,8.90,87.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 20:13:00,4.0,14.39,219,8.06,406.5,8.89,87.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 22:13:00,4.0,14.20,223,8.04,459.1,8.85,86.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 00:13:00,4.0,13.91,227,8.11,531.4,8.78,85.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 02:13:00,4.0,13.86,232,8.06,631.6,8.68,84.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 04:13:00,4.0,13.72,236,7.98,748.0,8.63,83.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 06:13:00,4.0,13.60,243,7.93,842.4,8.54,82.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 08:13:00,4.0,13.56,136,7.90,892.9,10.23,98.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 10:13:00,4.0,13.64,143,7.93,967.1,9.42,90.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 12:13:00,4.0,13.68,154,7.82,1021.3,9.10,87.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 14:13:00,4.0,13.74,161,8.00,1074.1,9.07,87.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 16:13:00,4.0,13.81,249,7.98,1142.5,9.03,87.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 18:13:00,4.0,13.77,248,8.10,1157.8,8.71,84.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 20:13:00,4.0,13.72,246,8.10,1145.1,8.72,84.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/16/2012 22:13:00,4.0,13.53,245,8.11,1185.1,8.76,84.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 00:13:00,4.0,13.50,244,8.10,1180.2,8.80,84.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 02:13:00,4.0,13.47,243,8.09,1189.5,8.84,84.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 04:13:00,4.0,13.45,241,8.07,1188.7,8.86,85.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 06:13:00,4.0,13.43,240,8.05,1204.4,8.84,84.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 08:13:00,4.0,13.37,239,8.08,1200.5,8.83,84.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 10:13:00,4.0,13.37,239,8.06,1209.2,8.83,84.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 12:13:00,4.0,13.38,238,8.03,1208.5,8.82,84.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 14:13:00,4.0,13.39,238,8.05,1229.8,8.80,84.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 16:13:00,4.0,13.38,237,8.06,1200.5,8.82,84.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 18:13:00,4.0,13.43,236,8.06,1235.4,8.82,84.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 20:13:00,4.0,13.43,236,8.06,1244.4,8.88,85.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/17/2012 22:13:00,4.0,13.42,235,8.07,1239.2,8.89,85.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 00:13:00,4.0,13.41,234,8.06,1248.0,8.88,85.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 02:13:00,4.0,13.42,234,8.07,1251.4,8.86,84.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 04:13:00,4.0,13.37,233,8.05,1256.0,8.90,85.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 06:13:00,4.0,13.30,233,8.03,1256.5,8.90,85.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 08:13:00,4.0,13.29,232,8.04,1256.2,8.88,84.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 10:13:00,4.0,13.32,232,8.02,1256.7,8.87,84.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 12:13:00,4.0,13.36,232,8.04,1256.8,8.88,85.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 14:13:00,4.0,13.47,232,8.00,1257.7,8.88,85.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 16:13:00,4.0,13.50,232,8.01,1257.9,8.93,85.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 18:13:00,4.0,13.49,232,8.05,1257.9,8.99,86.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 20:13:00,4.0,13.46,231,8.04,1257.1,8.95,85.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/18/2012 22:13:00,4.0,13.42,229,8.05,1256.2,8.97,86.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 00:13:00,4.0,13.35,228,8.04,1256.5,9.01,86.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 02:13:00,4.0,13.30,227,8.05,1255.9,9.04,86.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 04:13:00,4.0,13.21,226,8.03,1255.4,9.03,86.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 06:13:00,4.0,13.16,226,8.01,1255.1,8.97,85.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 08:13:00,4.0,13.23,226,8.01,1255.3,9.02,86.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 10:13:00,4.0,13.35,226,7.98,1256.5,9.02,86.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 12:13:00,4.0,13.52,226,7.98,1258.0,9.06,87.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 14:13:00,4.0,13.64,226,7.94,1258.5,9.05,87.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 16:13:00,4.0,13.72,226,8.08,1258.8,9.09,87.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 18:13:00,4.0,13.73,225,8.03,1255.4,9.08,87.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 20:13:00,4.0,13.80,225,8.07,1256.8,9.05,87.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/19/2012 22:13:00,4.0,13.54,225,8.04,1249.5,9.12,87.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 00:13:00,4.0,13.31,224,8.10,1237.9,9.19,87.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 02:13:00,4.0,13.12,223,8.11,1234.8,9.20,87.6,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 04:13:00,4.0,12.98,223,8.11,1221.4,9.24,87.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 06:13:00,4.0,13.00,223,8.10,1215.6,9.25,87.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 08:13:00,4.0,13.20,223,8.03,1196.1,9.25,88.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 10:13:00,4.0,13.32,224,8.00,1182.8,9.21,88.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 12:13:00,4.0,13.53,224,8.01,1141.4,9.23,88.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 14:13:00,4.0,13.64,221,8.12,952.7,9.26,89.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 16:13:00,4.0,13.49,221,8.10,933.2,9.29,89.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 18:13:00,4.0,13.57,220,8.05,916.3,9.41,90.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 20:13:00,4.0,13.82,220,8.03,895.3,9.41,91.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/20/2012 22:13:00,4.0,14.17,220,8.00,868.6,9.37,91.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 00:13:00,4.0,14.50,220,7.95,837.1,9.37,92.0,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 02:13:00,4.0,14.78,220,7.97,819.6,9.33,92.1,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 04:13:00,4.0,15.05,220,7.91,808.3,9.34,92.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 06:13:00,4.0,15.14,220,8.03,786.0,9.23,91.9,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 08:13:00,4.0,15.03,220,8.09,774.2,9.19,91.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 10:13:00,4.0,14.84,220,8.05,754.0,9.17,90.7,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 12:13:00,4.0,14.71,220,8.09,746.3,9.18,90.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 14:13:00,4.0,14.67,220,8.11,715.3,9.18,90.4,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 16:13:00,4.0,14.66,220,8.15,696.6,9.21,90.8,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 18:13:00,4.0,14.68,220,8.10,680.5,9.19,90.5,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 20:13:00,4.0,14.81,220,8.08,665.1,9.24,91.3,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/21/2012 22:13:00,4.0,15.01,219,8.05,645.3,9.19,91.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/22/2012 00:13:00,4.0,15.27,220,8.03,641.0,9.14,91.2,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/20/2012 20:13:00,4.0,,188,,58.3,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,08/20/2012 22:13:00,4.0,,187,,58.3,,,,,,,,,
