2013PN510253,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-05-22 12:55,WATER,DISCRETE SAMPLE,,51.564,,0,,2.004,,4.06,,46.36,,0,,-1.011,,0.22,,13.613,,9.633,,51.339,,150,,NA,,NA,,42.3,,,,12.4,,0.32,,0.06,,,,3.74,,7.61,,,,0.8,,,,3.77,,,,3.43,,93.8,,1.39,,,,,,,,10.1,,,,,,,,,
2013PN510264,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-05-24 11:05,WATER,DISCRETE SAMPLE,,56.318,,0,,1.777,,4.979,,51.179,,0,,-0.832,,0.21,,12.442,,9.365,,55.048,,125,,NA,,NA,,46.2,,,,14,,0.29,,0.06,,,,3.94,,7.7,,,,0.71,,,,3.63,,,,3.4,,102,,1.24,,,,,,,,8.28,,,,,,,,,
2013PN510283,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-05-27 10:40,WATER,DISCRETE SAMPLE,,63.632,,0,,1.748,,4.363,,56.563,,0,,-0.687,,0.24,,13.473,,9.134,,61.405,,150,,NA,,NA,,52.2,,,,15.2,,0.28,,0.07,,,,4.52,,7.76,,,,0.7,,,,3.82,,,,4.11,,109,,1.31,,,,,,,,6.18,,,,,,,,,
2013PN510302,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-05-30 13:35,WATER,DISCRETE SAMPLE,,68.874,,0,,1.724,,0,,55.49,,0,,-0.616,,0.23,,13.427,,9.032,,63.264,,200,,NA,,NA,,56.5,,,,15.1,,0.24,,0.06,,,,4.32,,7.8,,,,0.62,,,,3.71,,,,4.01,,117,,1.22,,,,,,,,4.99,,,,,,,,,
2013PN510318,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-06-03 10:20,WATER,DISCRETE SAMPLE,,77.285,,0,,1.805,,1.67,,65.07,,0,,-0.472,,0.26,,13.791,,8.773,,72.234,,180,,NA,,NA,,63.4,,,,17.7,,0.22,,0.07,,,,5.07,,7.83,,,,0.62,,,,4.26,,,,4.84,,128,,1.37,,,,,,,,4.61,,,,,,,,,
2013PN510330,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-06-07 09:45,WATER,DISCRETE SAMPLE,,81.429,,0,,1.733,,0.048,,66.848,,0,,-0.403,,0.25,,13.131,,8.676,,74.714,,200,,NA,,NA,,66.8,,,,18,,0.19,,0.07,,,,5.32,,7.87,,,,0.54,,,,4.44,,,,4.69,,138,,1.34,,,,,,,,4.74,,,,,,,,,
2013PN510343,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-06-14 13:05,WATER,DISCRETE SAMPLE,,40.958,,0,,2.647,,7.162,,40.762,,0,,-1.382,,0.2,,13.446,,10.155,,43.834,,230,,NA,,NA,,33.6,,,,10.9,,0.19,,0.06,,,,3.29,,7.39,,,,0.34,,,,4.44,,,,2.94,,79.7,,1.47,,,,,,,,17.9,,,,,,,,,
2013PN510352,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-06-20 10:58,WATER,DISCRETE SAMPLE,,54.002,,0,,2.412,,8.861,,53.161,,0,,-0.994,,0.2,,11.89,,9.539,,55.154,,250,,NA,,NA,,44.3,,,,14.2,,0.24,,0.06,,,,4.3,,7.55,,,,0.31,,,,4.92,,,,3.32,,97.7,,1.18,,,,,,,,6.81,,,,,,,,,
2013PN510373,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-06-24 10:45,WATER,DISCRETE SAMPLE,,63.022,,0,,2.45,,6.776,,58.476,,0,,-0.822,,0.19,,11.026,,9.253,,61.473,,200,,NA,,NA,,51.7,,,,15.9,,0.24,,0.05,,,,4.56,,7.61,,,,0.29,,,,4.7,,,,3.35,,113,,1.31,,,,,,,,6.35,,,,,,,,,
2013PN510394,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-07-09 11:10,WATER,DISCRETE SAMPLE,,85.574,,0,,1.908,,7.688,,77.888,,0,,-0.332,,0.22,,11.052,,8.515,,82.763,,250,,NA,,NA,,70.2,,,,21.3,,0.19,,0.07,,,,6,,7.85,,,,0.33,,,,7.19,,,,4.47,,140,,1.04,,,,,,,,5.25,,,,,,,,,
2013PN510372,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-07-23 10:18,WATER,DISCRETE SAMPLE,,95.326,,0,,2.029,,3.615,,81.815,,0,,-0.256,,0.27,,12.793,,8.382,,89.273,,200,,NA,,NA,,78.2,,,,21.9,,0.22,,0.08,,,,6.59,,7.87,,,,0.31,,,,6.64,,,,5.54,,156,,1.02,,,,,,,,3.83,,,,,,,,,
2013PN510453,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-08-11 14:38,WATER,DISCRETE SAMPLE,,127.995,,0,,1.595,,1.883,,106.883,,0,,0.219,,0.33,,13.595,,7.661,,118.723,,200,,NA,,NA,,105,,,,29.4,,0.33,,0.08,,,,8.13,,8.1,,,,0.48,,,,8.07,,,,7.77,,199,,1.41,,,,,,,,2.82,,,,,,,,,
2013PN510472,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-08-21 13:55,WATER,DISCRETE SAMPLE,,152.375,,0,,1.65,,0,,119.765,,0,,0.39,,0.41,,15.671,,7.381,,138.784,,250,,NA,,NA,,125,,,,32.3,,0.37,,0.1,,,,9.5,,8.16,,,,0.7,,,,8.71,,,,10.3,,235,,1.76,,,,,,,,2.98,,,,,,,,,
2013PN510487,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-09-18 11:06,WATER,DISCRETE SAMPLE,,208.449,,3,,1.559,,0,,158.246,,0,,0.814,,0.61,,19.342,,6.702,,192.873,,130,,NA,,2.5,,176,,,,42.6,,0.75,,0.15,,,,12.6,,8.33,,,,1.19,,,,8.8,,,,17.6,,333,,3.53,,,,,,,,5.85,,,,,,,,,
2013PN510519,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-10-16 12:45,WATER,DISCRETE SAMPLE,,108.003,,0,,1.197,,0,,81.39,,0,,0.064,,0.4,,17.826,,8.023,,102.318,,100,,NA,,NA,,88.6,,,,21.4,,0.92,,0.08,,,,6.79,,8.15,,,,0.78,,,,8.71,,,,8.21,,176,,2.21,,,,,,,,3.66,,,,,,,,,
2013PN510531,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2013-10-25 15:30,WATER,DISCRETE SAMPLE,,111.782,,0,,1.298,,0,,87.951,,0,,0.097,,0.4,,17.548,,7.935,,107.044,,90,,NA,,NA,,91.7,,,,23.5,,0.87,,0.08,,,,7.11,,8.13,,,,0.65,,,,8.89,,,,8.68,,179,,2.16,,,,,,,,3.03,,,,,,,,,
2013PN510547,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-01-08 11:53,WATER,DISCRETE SAMPLE,,335.225,,0,,4.377,,0,,229.804,,0,,0.896,,0.84,,21.489,,6.288,,299.76,,,,NA,,NA,,275,,,,61.2,,1.38,,0.22,,,,18.7,,8.08,,,,1.9,,,,13.4,,,,29.2,,516,,7.59,,,,,,,,,,,,,,,,,
2013PN510581,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-02-12 13:18,WATER,DISCRETE SAMPLE,,380.328,,0,,4.524,,0,,242.823,,0,,1.009,,0.93,,22.808,,6.101,,332.74,,25,,NA,,NA,,312,,,,64.6,,1.49,,0.24,,,,19.8,,8.12,,,,1.96,,,,14.3,,,,33.3,,570,,8.53,,,,,,,,7.33,,,,,,,,,
2013PN510593,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-03-18 10:00,WATER,DISCRETE SAMPLE,,376.671,,0,,4.48,,0,,236.195,,0,,0.996,,0.91,,22.755,,6.128,,328.094,,25,,NA,,NA,,309,,,,63.1,,1.42,,0.24,,,,19.1,,8.12,,,,1.95,,,,13.2,,,,32.3,,575,,9.67,,,,,,,,6.54,,,,,,,,,
2014PN510107,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-04-05 10:30,WATER,DISCRETE SAMPLE,,398.613,,0,,4.025,,0,,243.909,,0,,1.102,,0.96,,23.292,,5.986,,343.58,,20,,NA,,NA,,327,,,,65.2,,1.49,,0.25,,,,19.7,,8.19,,,,2.12,,,,13.8,,,,34.4,,598,,8.71,,12.49,,,,,,4.5,,,,,,,,,
2014PN510122,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-04-08 11:35,WATER,DISCRETE SAMPLE,,376.671,,0,,7.835,,0,,263.083,,0,,0.804,,0.97,,22.909,,6.272,,343.447,,22.5,,NA,,NA,,309,,,,70.9,,1.52,,0.26,,,,20.9,,7.88,,,,2.21,,,,14.1,,,,36.3,,584,,10.2,,14.98,,,,,,5.48,,,,,,,,,
2014PN510130,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-04-13 10:15,WATER,DISCRETE SAMPLE,,335.225,,0,,5.035,,0,,228.481,,0,,0.834,,0.89,,22.463,,6.353,,303.034,,30,,NA,,NA,,275,,,,61,,1.68,,0.23,,,,18.5,,8.02,,,,2.31,,,,12.8,,,,30.8,,516,,8.92,,12.79,,,,,,7.3,,,,,,,,,
2014PN510148,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-04-16 11:29,WATER,DISCRETE SAMPLE,,282.808,,0,,4.884,,0,,182.212,,0,,0.613,,0.74,,21.058,,6.735,,249.98,,40,,NA,,NA,,232,,,,48.9,,1.94,,0.17,,,,14.6,,7.96,,,,3.01,,,,10.7,,,,22.8,,441,,7.18,,13.07,,,,,,5.57,,,,,,,,,
2014PN510164,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-04-20 13:36,WATER,DISCRETE SAMPLE,,253.552,,0,,3.16,,0,,184.121,,0,,0.713,,0.71,,20.36,,6.673,,235.43,,40,,NA,,NA,,208,,,,49.5,,1.99,,0.17,,,,14.7,,8.1,,,,3.17,,,,10.9,,,,22.1,,412,,6.86,,13.87,,,,,,6.05,,,,,,,,,
2014PN510174,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-04-22 11:27,WATER,DISCRETE SAMPLE,,209.668,,0,,2.674,,0,,155.587,,0,,0.555,,0.62,,19.421,,6.981,,196.811,,70,,NA,,NA,,172,,,,41.7,,1.78,,0.15,,,,12.5,,8.09,,,,3.34,,,,9.48,,,,17.7,,338,,5.96,,14.12,,,,,,6.18,,,,,,,,,
2014PN510196,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-04-25 10:13,WATER,DISCRETE SAMPLE,,84.842,,0,,2.557,,0,,65.682,,0,,-0.551,,0.28,,14.062,,8.822,,83.816,,80,,NA,,NA,,69.6,,,,17.5,,1.69,,0.06,,,,5.34,,7.72,,,,3.46,,,,5.5,,,,5.27,,142,,2.78,,14.86,,,,,,6.43,,,,,,,,,
2014PN510216,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-04-28 14:51,WATER,DISCRETE SAMPLE,,61.194,,0,,2.379,,0,,47.398,,0,,-0.932,,0.23,,13.344,,9.474,,60.981,,100,,NA,,NA,,50.2,,,,12.7,,1.16,,0.03,,,,3.81,,7.61,,,,2.62,,,,4.67,,,,3.59,,108,,2.13,,14.78,,,,,,19.4,,,,,,,,,
2014PN510221,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-04-30 10:35,WATER,DISCRETE SAMPLE,,60.706,,0,,2.589,,0,,49.053,,0,,-0.965,,0.23,,13.523,,9.499,,60.716,,100,,NA,,NA,,49.8,,,,13,,0.91,,0.03,,,,4.03,,7.57,,,,2.68,,,,4.88,,,,3.77,,108,,1.39,,14.66,,,,,,12.3,,,,,,,,,
2014PN510233,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-05-02 09:39,WATER,DISCRETE SAMPLE,,59.122,,0,,2.521,,0.138,,48.638,,0,,-0.98,,0.23,,13.253,,9.529,,60.612,,100,,NA,,NA,,48.5,,,,12.9,,1.13,,0.05,,,,3.99,,7.57,,,,2.3,,,,4.87,,,,3.62,,104,,2.51,,16.01,,,,,,21.6,,,,,,,,,
2014PN510248,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-05-05 13:22,WATER,DISCRETE SAMPLE,,53.636,,0,,1.901,,0,,42.417,,0,,-1,,0.22,,13.832,,9.65,,54.094,,130,,NA,,NA,,44,,,,11.2,,0.79,,0.04,,,,3.51,,7.65,,,,1.93,,,,4.82,,,,3.31,,95,,1.93,,15.2,,,,,,15.1,,,,,,,,,
2014PN510262,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-05-07 10:21,WATER,DISCRETE SAMPLE,,54.124,,0,,3.341,,0,,42.214,,0,,-1.232,,0.22,,13.647,,9.874,,54.289,,150,,NA,,NA,,44.4,,,,11.3,,0.98,,0.05,,,,3.4,,7.41,,,,1.78,,,,4.5,,,,3.23,,94.7,,2.32,,14.45,,,,,,11.6,,,,,,,,,
2014PN510283,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-05-09 09:59,WATER,DISCRETE SAMPLE,,57.537,,0,,2.691,,0,,45.449,,0,,-1.054,,0.24,,14.261,,9.639,,57.533,,150,,NA,,NA,,47.2,,,,12.2,,0.92,,0.05,,,,3.64,,7.53,,,,1.71,,,,4.63,,,,3.64,,101,,2.33,,15.22,,,,,,8.95,,,,,,,,,
2014PN510299,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-05-12 12:29,WATER,DISCRETE SAMPLE,,56.562,,0,,2.357,,0,,44.744,,0,,-1.018,,0.25,,15.024,,9.616,,56.281,,150,,NA,,NA,,46.4,,,,12,,0.78,,0.05,,,,3.59,,7.58,,,,1.5,,,,4.4,,,,3.79,,97.8,,2.26,,13.05,,,,,,8.06,,,,,,,,,
2014PN510310,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-05-14 10:55,WATER,DISCRETE SAMPLE,,57.781,,0,,1.741,,0,,45.158,,0,,-0.865,,0.25,,15.043,,9.451,,56.414,,125,,NA,,NA,,47.4,,,,12.1,,0.69,,0.05,,,,3.63,,7.72,,,,1.41,,,,4.03,,,,3.82,,100,,2.16,,15.99,,,,,,6.82,,,,,,,,,
2014PN510322,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-05-16 09:39,WATER,DISCRETE SAMPLE,,59.365,,0,,1.63,,0,,45.987,,0,,-0.806,,0.24,,14.846,,9.373,,57.097,,100,,NA,,NA,,48.7,,,,12.3,,0.64,,0.05,,,,3.71,,7.76,,,,1.24,,,,3.84,,,,3.81,,102,,2.19,,12.66,,,,,,7.93,,,,,,,,,
2014PN510341,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-05-21 14:30,WATER,DISCRETE SAMPLE,,60.219,,0,,1.901,,0,,48.062,,0,,-0.84,,0.25,,15.131,,9.38,,57.652,,100,,NA,,NA,,49.4,,,,12.9,,0.57,,0.06,,,,3.85,,7.7,,,,0.99,,,,3.35,,,,4.04,,101,,2.19,,12.19,,,,,,5.42,,,,,,,,,
2014PN510352,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-05-23 11:34,WATER,DISCRETE SAMPLE,,43.031,,0,,1.922,,10.108,,45.408,,0,,-1.154,,0.24,,14.917,,9.858,,47.133,,100,,NA,,NA,,35.3,,,,12.2,,0.51,,0.06,,,,3.63,,7.55,,,,0.9,,,,2.9,,,,3.75,,70.4,,1.95,,11.73,,,,,,5.56,,,,,,,,,
2014PN510364,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-05-27 09:13,WATER,DISCRETE SAMPLE,,65.338,,0,,1.674,,0,,51.338,,0,,-0.687,,0.25,,14.377,,9.164,,60.47,,100,,NA,,NA,,53.6,,,,13.8,,0.42,,0.06,,,,4.1,,7.79,,,,0.81,,,,3,,,,4.04,,108,,2,,11.48,,,,,,7.39,,,,,,,,,
2014PN510387,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-05-30 11:58,WATER,DISCRETE SAMPLE,,52.783,,0,,2.303,,0.443,,43.743,,0,,-1.083,,0.2,,12.768,,9.726,,50.833,,150,,NA,,NA,,43.3,,,,11.5,,0.27,,0.05,,,,3.65,,7.56,,,,0.8,,,,3.2,,,,3.01,,90.3,,2.2,,11.32,,,,,,41.9,,,,,,,,,
2014PN510402,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-06-03 13:05,WATER,DISCRETE SAMPLE,,44.981,,0,,2.907,,0.915,,37.815,,0,,-1.379,,0.22,,14.866,,10.148,,44.495,,150,,NA,,NA,,36.9,,,,10,,0.21,,0.05,,,,3.12,,7.39,,,,0.65,,,,3.35,,,,3.1,,78.1,,1.8,,10.88,,,,,,13.2,,,,,,,,,
2014PN510410,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-06-07 09:40,WATER,DISCRETE SAMPLE,,49.004,,0,,2.042,,3.296,,43.496,,0,,-1.094,,0.22,,14.162,,9.768,,48.669,,150,,NA,,NA,,40.2,,,,11.5,,0.25,,0.05,,,,3.59,,7.58,,,,0.55,,,,3.53,,,,3.35,,83,,1.68,,11.01,,,,,,7.14,,,,,,,,,
2014PN510426,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-06-09 13:42,WATER,DISCRETE SAMPLE,,50.101,,0,,2.454,,4.347,,45.447,,0,,-1.133,,0.22,,14.041,,9.776,,50.104,,150,,NA,,NA,,41.1,,,,12.1,,0.25,,0.05,,,,3.7,,7.51,,,,0.52,,,,3.54,,,,3.46,,85.3,,1.78,,10.59,,,,,,13.2,,,,,,,,,
2014PN510436,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-06-11 10:50,WATER,DISCRETE SAMPLE,,52.051,,0,,2.219,,3.619,,46.319,,0,,-1.047,,0.23,,14.154,,9.663,,50.993,,150,,NA,,NA,,42.7,,,,12.4,,0.22,,0.05,,,,3.73,,7.57,,,,0.43,,,,3.33,,,,3.55,,88.5,,1.61,,11.32,,,,,,11.8,,,,,,,,,
2014PN510452,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-06-16 09:58,WATER,DISCRETE SAMPLE,,61.925,,0,,2.144,,2.284,,53.084,,0,,-0.821,,0.24,,14.186,,9.302,,58.949,,150,,NA,,NA,,50.8,,,,14.4,,0.2,,0.06,,,,4.16,,7.66,,,,0.4,,,,3.63,,,,4.07,,102,,1.5,,10.37,,,,,,8.31,,,,,,,,,
2014PN510477,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-06-18 12:11,WATER,DISCRETE SAMPLE,,67.533,,0,,1.855,,0.587,,55.987,,0,,-0.662,,0.25,,14.36,,9.084,,62.834,,150,,NA,,NA,,55.4,,,,15.2,,0.2,,0.06,,,,4.38,,7.76,,,,0.38,,,,3.5,,,,4.35,,110,,1.48,,9.39,,,,,,6.51,,,,,,,,,
2014PN510487,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-06-22 09:09,WATER,DISCRETE SAMPLE,,70.946,,0,,1.776,,1.769,,59.969,,0,,-0.572,,0.24,,13.574,,8.944,,66.133,,150,,NA,,NA,,58.2,,,,16.3,,0.18,,0.05,,,,4.68,,7.8,,,,0.36,,,,3.91,,,,4.36,,115,,1.32,,9.93,,,,,,11.1,,,,,,,,,
2014PN510507,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-07-06 16:31,WATER,DISCRETE SAMPLE,,86.061,,0,,1.486,,2.395,,72.995,,0,,-0.246,,0.27,,13.411,,8.452,,80.249,,200,,NA,,NA,,70.6,,,,20,,0.22,,0.08,,,,5.6,,7.96,,,,0.29,,,,5.41,,,,5.22,,136,,1.02,,8.88,,,,,,4.28,,,,,,,,,
2014PN510524,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-07-21 13:38,WATER,DISCRETE SAMPLE,,111.66,,0,,1.267,,0.725,,92.325,,0,,0.142,,0.33,,14.638,,7.856,,102.944,,150,,NA,,NA,,91.6,,,,25.4,,0.26,,0.09,,,,7.02,,8.14,,,,0.37,,,,6.21,,,,7.31,,178,,1.28,,10.1,,,,,,2.6,,,,,,,,,
2014PN510544,OIL SANDS COMPONENT STUDIES,STB RIFF 10- Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Steepbank River,STB RIFF 10,56.52.07.700,111.08.32.900,56.86881,-111.14247,2014-08-06 12:55,WATER,DISCRETE SAMPLE,,151.156,,0,,1.235,,0,,122.352,,0,,0.392,,0.47,,17.377,,7.495,,139.454,,180,,NA,,NA,,124,,,,33.6,,0.4,,0.11,,,,9.34,,8.28,,,,0.64,,,,7.1,,,,11.9,,242,,1.92,,9.84,,20.4,,,,2.87,,,,,,,,,
