2013PN510323,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-06-03 13:40,WATER,DISCRETE SAMPLE,,1290,L,0.001,,1.82,,35,,0.098,,0.035,,47.1,,0.028,,3.58,,0.283,,1.87,,1.27,,1.88,,0.459,,0.07,,0.01,,3230,,1.61,,1.13,,11.5,,184,,0.375,,3.54,,0.044,,0.006,,0.001,,4.52,,0.56,,0.14,,0.015,,101,L,0.01,,0.026,,0.071,,15.6,,0.001,,0.183,,3.69,,1.35,,6.3,,1.9,
2013PN510333,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-06-07 11:45,WATER,DISCRETE SAMPLE,,1170,,0.068,,1.87,,32.1,,0.084,,0.02,,50.1,,0.018,,2.96,,0.231,,1.76,,1.04,,2.22,,0.392,,0.04,,0.004,,3100,,1.34,,0.994,,10.9,,159,,0.351,,3.04,,0.049,,0.005,,0.001,,3.59,,0.45,,0.14,,0.012,,104,,0.02,,0.019,,0.045,,15.6,,0.007,,0.172,,3.6,,1.14,,5.4,,1.8,
2013PN510362,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-06-20 13:50,WATER,DISCRETE SAMPLE,,2530,,0.075,,2.29,,43.5,,0.148,,0.035,,50.1,,0.029,,6.29,,0.456,,3.71,,1.73,,3.86,,0.903,,0.03,,0.005,,4890,,2.9,,1.93,,11.5,,111,,0.297,,4.92,,0.078,L,0.005,L,0.001,,6.15,,1.14,,0.17,,0.024,,99.2,,0.01,,0.033,,0.098,,27.3,,0.004,,0.224,,7.49,,2.22,,10.8,,3.4,
2013PN510391,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-06-25 15:00,WATER,DISCRETE SAMPLE,,2110,,0.069,,2.2,,42.7,,0.12,,0.025,,47.5,,0.024,,4.62,,0.355,,3.04,,1.42,,2.7,,0.692,,0.06,,0.004,,3920,,2.1,,1.46,,11.2,,131,,0.294,,4.06,,0.1,L,0.005,,0.001,,5.11,,0.82,,0.16,,0.017,,105,L,0.01,,0.027,,0.08,,32.2,,0.01,,0.189,,6.31,,1.71,,8.5,,2.9,
2013PN510402,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-07-09 15:16,WATER,DISCRETE SAMPLE,,685,,0.039,,1.93,,28.4,,0.05,,0.009,,45.5,,0.026,,1.86,,0.12,,1,,0.801,,1.25,,0.219,,0.02,L,0.001,,3360,,0.844,,0.53,,10.3,,196,,0.224,,2.29,,0.036,L,0.005,L,0.001,,2.32,,0.28,,0.14,,0.011,,126,L,0.01,,0.012,,0.027,,10.5,,0.005,,0.149,,2.15,,0.762,,3.8,,1.5,
2013PN510422,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-07-24 09:40,WATER,TRIPLICATE SAMPLE - rep1,,316,,0.053,,1.66,,23.2,,0.028,,0.006,,50.1,,0.01,,0.861,,0.055,,0.61,,0.444,,1.16,,0.119,,0.02,,0.002,,2020,,0.41,,0.366,,11.4,,97.6,,0.362,,1.54,,0.031,,0.005,L,0.001,,1.28,,0.26,,0.12,,0.005,,134,L,0.01,,0.004,,0.041,,3.8,,0.013,,0.126,,1.39,,0.403,,2.3,,0.7,
2013PN510423,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-07-24 09:45,WATER,TRIPLICATE SAMPLE - rep2,,342,,0.028,,1.47,,21.5,,0.029,,0.005,,44.7,,0.01,,0.853,,0.054,,0.51,,0.419,,0.71,,0.114,,0.01,L,0.001,,2090,,0.404,,0.237,,11.4,,94.5,,0.258,,1.55,,0.023,L,0.005,L,0.001,,1.3,,0.15,,0.12,,0.005,,132,,0.03,,0.007,,0.01,,6.1,,0.002,,0.127,,1.25,,0.404,,2,,0.7,
2013PN510424,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-07-24 09:50,WATER,TRIPLICATE SAMPLE - rep3,,320,,0.022,,1.48,,21.9,,0.031,,0.004,,46.4,,0.01,,0.846,,0.051,,0.47,,0.425,,0.74,,0.09,L,0.01,L,0.001,,2120,,0.404,,0.229,,12.2,,95.4,,0.258,,1.59,,0.019,L,0.005,L,0.001,,1.29,,0.15,,0.11,,0.003,,134,,0.01,,0.007,L,0.005,,6.4,,0.003,,0.132,,1.21,,0.409,,1.9,,0.7,
2013PN510433,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-08-10 11:16,WATER,DISCRETE SAMPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013PN510468,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-08-21 10:55,WATER,DISCRETE SAMPLE,,201,,0.031,,1.47,,20.4,,0.022,,0.004,,53.6,,0.015,,0.636,,0.033,,0.43,,0.472,,0.72,,0.094,,0.01,L,0.001,,2200,,0.303,,0.2,,12,,128,,0.213,,1.28,,0.019,L,0.005,L,0.001,,1.02,,0.22,,0.1,,0.005,,147,L,0.01,,0.004,,0.024,,3.8,L,0.001,,0.13,,0.882,,0.318,,1.8,,0.6,
2013PN510511,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-09-19 16:30,WATER,DISCRETE SAMPLE,,64.6,L,0.001,,1.08,,18.3,,0.012,L,0.001,,69.7,,0.006,,0.299,,0.01,,0.19,,0.264,,0.4,,0.021,L,0.01,,0.005,,1610,,0.145,,0.118,,14.9,,43.8,,0.273,,1.18,,0.029,L,0.005,L,0.001,,0.841,,0.13,,0.12,L,0.001,,176,L,0.01,,0.001,L,0.005,,1,,0.016,,0.202,,0.551,,0.208,,0.3,,0.5,
2013PN510532,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-10-17 13:45,WATER,DISCRETE SAMPLE,,147,,0.02,,0.74,,14.6,,0.018,,0.007,,41,,0.01,,0.357,,0.025,,0.33,,0.202,,0.48,,0.042,,0.01,,0.011,,1030,,0.175,,0.129,,13.1,,45.3,,0.212,,0.94,,0.007,L,0.005,L,0.001,,0.88,,0.06,,0.07,,0.001,,100,,0.01,,0.003,L,0.005,,2.6,,0.002,,0.103,,0.58,,0.201,,1.3,,0.3,
2013PN510539,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-10-26 14:45,WATER,DISCRETE SAMPLE,,182,,0.033,,0.76,,14.6,,0.019,,0.006,,50.2,,0.008,,0.435,,0.026,,0.32,,0.202,,1.13,,0.05,,0.01,,0.015,,1000,,0.214,,0.16,,12.6,,41.5,,0.276,,0.9,,0.01,L,0.005,L,0.001,,0.884,,0.06,,0.11,,0.002,,101,L,0.01,,0.003,,0.011,,2.7,,0.002,,0.0997,,0.662,,0.215,,1.7,,0.4,
2013PN510552,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-01-08 13:56,WATER,TRIPLICATE SAMPLE - rep1,,171,,0.044,,1.08,,32.3,,0.039,,0.004,,129,,0.007,,0.399,,0.022,,0.33,,0.207,,0.78,,0.05,,0.01,L,0.001,,2340,,0.22,,0.19,,31.3,,41.5,,0.482,,1.54,,0.018,L,0.005,L,0.001,,1.49,,0.11,,0.14,,0.003,,282,L,0.01,,0.004,,0.008,,4.6,,0.001,,0.418,,0.573,,0.288,,1.5,,0.6,
2013PN510551,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-01-08 14:51,WATER,TRIPLICATE SAMPLE - rep2,,186,,0.04,,1.05,,32,,0.034,,0.003,,134,,0.01,,0.393,,0.025,,0.35,,0.188,,0.86,,0.052,L,0.01,L,0.001,,2370,,0.214,,0.194,,31.3,,41.3,,0.479,,1.47,,0.017,L,0.005,L,0.001,,1.48,,0.09,,0.15,,0.002,,282,L,0.01,,0.005,L,0.005,,5.7,,0.001,,0.414,,0.568,,0.269,,1.7,,0.6,
2013PN510553,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-01-08 15:01,WATER,TRIPLICATE SAMPLE - rep3,,160,,0.041,,1.04,,31.8,,0.033,,0.003,,132,,0.007,,0.412,,0.025,,0.3,,0.201,,0.92,,0.047,L,0.01,L,0.001,,2350,,0.215,,0.197,,31,,39.7,,0.456,,1.47,,0.027,L,0.005,L,0.001,,1.49,,0.1,,0.15,,0.003,,275,L,0.01,,0.004,L,0.005,,5.8,L,0.001,,0.413,,0.639,,0.264,,1.4,,0.6,
2013PN510576,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-02-12 10:08,WATER,DISCRETE SAMPLE,,130,,0.055,,1.06,,34.3,,0.035,,0.003,,160,,0.029,,0.348,,0.022,,0.29,,0.192,,0.92,,0.034,,0.01,,0.004,,2350,,0.188,,0.167,,37.3,,27.1,,0.614,,1.53,,0.012,L,0.005,L,0.001,,1.55,,0.14,,0.15,,0.004,,336,,0.04,,0.004,L,0.005,,2.5,,0.011,,0.527,,0.644,,0.256,,1.6,,0.6,
2013PN510597,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-03-18 12:40,WATER,DISCRETE SAMPLE,,602,,0.103,,1.36,,45.3,,0.04,,0.009,,240,,0.518,,1.24,,0.103,,1.02,,0.447,,1.48,,0.198,,0.04,,0.002,,2900,,0.598,,0.536,,54.2,,57,,0.759,,2.23,,0.023,L,0.005,,0.002,,2.65,L,0.01,,0.17,,0.009,,427,L,0.01,,0.009,,0.054,,7.4,,0.01,,0.78,,2.16,,0.537,,4.6,,1.2,
2014PN510111,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-05 14:15,WATER,DISCRETE SAMPLE,,758,,0.045,,1.61,,51.8,,0.05,,0.006,,249,,0.026,,1.81,,0.148,,1.29,,0.628,,1.53,,0.25,,0.05,,0.001,,4290,,0.854,,0.655,,52.1,,92.3,,0.719,,2.38,,0.03,L,0.005,,0.001,,3.37,L,0.01,,0.11,,0.009,,448,L,0.01,,0.014,,0.077,,11.8,,0.024,,0.753,,2.68,,0.728,,6.7,,1.2,
2014PN510137,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-13 14:06,WATER,DISCRETE SAMPLE,,353,,0.03,,0.96,,29.2,,0.021,,0.001,,101,,0.013,,0.825,,0.063,,0.56,,0.477,,0.95,,0.124,,0.02,,0.001,,2470,,0.385,,0.358,,22.6,,186,,0.439,,1.37,,0.013,L,0.005,L,0.001,,3.17,L,0.01,,0.08,,0.007,,215,L,0.01,,0.006,,0.026,,6.5,,0.005,,0.361,,1.24,,0.339,,2.8,,0.6,
2014PN510152,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-16 14:21,WATER,DISCRETE SAMPLE,,102,,0.025,,0.62,,21.1,,0.011,,0.004,,72.5,,0.01,,0.385,,0.02,,0.06,,0.348,,0.52,,0.054,,0.02,L,0.001,,1790,,0.147,,0.202,,14,,205,,0.258,,0.9,,0.001,L,0.005,,0.002,,3.03,,0.04,,0.04,,0.004,,112,L,0.01,,0.001,,0.017,,1.8,,0.004,,0.136,,0.532,,0.196,,3.1,,0.3,
2014PN510161,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-20 10:35,WATER,DISCRETE SAMPLE,,87.4,,0.012,,0.55,,20.8,,0.013,,0.003,,77.4,,0.004,,0.286,,0.015,,0.07,,0.276,,0.53,,0.024,,0.01,L,0.001,,1270,,0.111,,0.161,,17,,116,,0.251,,2.94,L,0.001,L,0.005,L,0.001,,2.92,,0.03,,0.03,,0.007,,140,L,0.01,L,0.001,,0.009,,1.9,,0.003,,0.197,,0.448,,0.156,,0.2,,0.3,
2014PN510178,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-22 14:54,WATER,DISCRETE SAMPLE,,356,,0.031,,0.72,,22.1,,0.028,,0.006,,59.2,,0.009,,1.07,,0.079,,0.42,,0.443,,0.88,,0.116,,0.04,L,0.001,,1890,,0.462,,0.405,,13.8,,140,,0.229,,1.27,,0.01,L,0.005,L,0.001,,3.13,,0.11,,0.03,,0.009,,122,L,0.01,,0.005,,0.022,,5.4,,0.004,,0.175,,1.28,,0.421,,1.3,,0.5,
2014PN510200,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-25 13:09,WATER,DISCRETE SAMPLE,,837,,0.032,,0.91,,23.5,,0.045,,0.011,,37,,0.01,,2,,0.152,,1.2,,0.835,,2.4,,0.277,,0.04,,0.002,,2570,,0.919,,0.706,,8.03,,228,,0.166,,1.54,,0.035,L,0.005,,0.001,,3.98,,0.23,,0.06,,0.006,,69.2,L,0.01,,0.011,,0.041,,17.5,L,0.001,,0.103,,2.53,,0.705,,3.9,,0.8,
2014PN510210,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-28 11:46,WATER,DISCRETE SAMPLE,,1160,,0.044,,1.21,,28.3,,0.074,,0.017,,40.1,,0.015,,3.09,,0.202,,1.72,,1.03,,2.05,,0.412,,0.05,,0.002,,3300,,1.4,,0.971,,8.63,,221,,0.197,,2.27,,0.038,L,0.005,,0.001,,4.53,,0.11,,0.08,,0.009,,70.1,L,0.01,,0.018,,0.15,,15.3,,0.005,,0.136,,3.58,,1.05,,5.8,,1.1,
2014PN510226,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-30 14:00,WATER,DISCRETE SAMPLE,,2440,,0.067,,2.21,,49.7,,0.15,,0.033,,45.4,,0.03,,6.4,,0.422,,3.71,,2.05,,3.67,,0.865,,0.11,,0.005,,5990,,2.86,,1.99,,11.1,,364,,0.311,,4.39,,0.073,L,0.005,L,0.001,,6.96,,0.37,,0.13,,0.019,,85.1,,0.01,,0.033,,0.413,,30.7,,0.009,,0.26,,7.36,,2.17,,12,,1.9,
2014PN510236,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-02 12:50,WATER,DISCRETE SAMPLE,,1260,,0.045,,1.38,,31.3,,0.076,,0.016,,38.3,,0.02,,3.19,,0.224,,1.79,,1.02,,2.1,,0.447,,0.05,,0.002,,3530,,1.45,,0.965,,9.2,,219,,0.292,,2.33,,0.044,L,0.005,L,0.001,,4.29,,0.12,,0.1,,0.009,,73,L,0.01,,0.019,,0.111,,17.1,,0.004,,0.154,,3.71,,1.07,,6,,1.3,
2014PN510245,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-05 10:34,WATER,DISCRETE SAMPLE,,1410,,0.047,,1.57,,32.5,,0.081,,0.02,,39.9,,0.02,,3.35,,0.24,,2,,1.15,,1.95,,0.446,,0.07,,0.002,,4070,,1.53,,1.16,,9.92,,206,,0.344,,2.74,,0.048,L,0.005,,0.002,,4.29,,0.38,,0.12,,0.01,,72.8,L,0.01,,0.019,,0.054,,19.1,,0.012,,0.17,,4.12,,1.17,,6.3,,1.2,
2014PN510266,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-07 13:30,WATER,DISCRETE SAMPLE,,891,,0.066,,1.35,,26.5,,0.057,,0.015,,37.6,,0.019,,2.39,,0.162,,1.34,,0.78,,1.66,,0.314,,0.04,L,0.001,,3000,,1.1,,0.891,,8.45,,124,,0.393,,2.34,,0.035,L,0.005,,0.002,,3.13,,0.06,,0.11,,0.009,,66.7,L,0.01,,0.017,,0.5,,13.4,,0.007,,0.149,,2.93,,0.906,,5.4,,1,
2014PN510287,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-09 11:50,WATER,DISCRETE SAMPLE,,795,,0.066,,1.2,,24.1,,0.061,,0.013,,36.4,,0.018,,2.11,,0.139,,1.26,,0.736,,1.61,,0.273,,0.04,L,0.001,,2570,,0.966,,0.732,,8.27,,103,,0.376,,2.26,,0.031,L,0.005,,0.001,,2.82,,0.04,,0.1,,0.008,,65.3,,0.01,,0.014,,0.139,,11.9,,0.006,,0.136,,2.71,,0.832,,4.6,,1,
2014PN510296,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-12 09:41,WATER,DISCRETE SAMPLE,,459,,0.062,,0.93,,19.1,,0.039,,0.008,,39.1,,0.011,,1.3,,0.077,,0.75,,0.466,,1.15,,0.15,,0.03,L,0.001,,1810,,0.586,,0.446,,8.31,,58.9,,0.354,,1.73,,0.019,L,0.005,L,0.001,,1.99,L,0.01,,0.08,,0.005,,66.3,,0.01,,0.01,,1.15,,7.1,,0.005,,0.115,,1.68,,0.551,,3.2,,0.6,
2014PN510315,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-14 16:05,WATER,DISCRETE SAMPLE,,354,,0.058,,0.81,,17.8,,0.032,,0.007,,39.9,,0.01,,1.04,,0.066,,0.6,,0.342,,1.03,,0.114,,0.02,L,0.001,,1490,,0.49,,0.374,,8.61,,38.9,,0.339,,1.55,,0.016,L,0.005,,0.001,,1.78,L,0.01,,0.07,,0.005,,68.4,L,0.01,,0.007,,0.408,,5.4,,0.004,,0.108,,1.4,,0.467,,2.4,,0.6,
2014PN510325,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-16 11:10,WATER,DISCRETE SAMPLE,,702,,0.061,,1.09,,22.2,,0.049,,0.011,,42.9,,0.014,,1.92,,0.122,,1.15,,0.549,,1.46,,0.236,,0.04,L,0.001,,2030,,0.881,,0.65,,9.08,,53.4,,0.338,,2.11,,0.037,L,0.005,,0.001,,2.44,,0.07,,0.09,,0.009,,74,,0.01,,0.012,,0.215,,11.5,,0.004,,0.145,,2.42,,0.77,,4.1,,1,
2014PN510335,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-21 10:00,WATER,TRIPLICATE SAMPLE - rep1,,846,,0.056,,1.22,,25.1,,0.054,,0.015,,44.7,,0.013,,2.3,,0.159,,1.32,,0.588,,1.72,,0.273,,0.03,,0.002,,2220,,1.08,,0.772,,9.91,,63.6,,0.4,,2.29,,0.038,L,0.005,L,0.001,,2.67,,0.27,,0.1,,0.01,,76.8,L,0.01,,0.015,L,0.005,,13.1,,0.006,,0.157,,2.88,,0.883,,4.3,,1.2,
2014PN510336,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-21 10:05,WATER,TRIPLICATE SAMPLE - rep2,,891,,0.053,,1.21,,25.5,,0.063,,0.017,,44.3,,0.014,,2.4,,0.171,,1.37,,0.664,,1.72,,0.293,,0.04,,0.003,,2290,,1.11,,0.797,,10,,66.4,,0.389,,2.32,,0.047,L,0.005,,0.003,,2.83,,0.29,,0.12,,0.009,,78.5,L,0.01,,0.017,L,0.005,,13.6,,0.004,,0.159,,3.02,,0.91,,4.8,,1.2,
2014PN510337,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-21 10:10,WATER,TRIPLICATE SAMPLE - rep3,,625,,0.044,,1.06,,22.4,,0.051,,0.01,,42.8,,0.01,,1.7,,0.117,,0.95,,0.479,,1.47,,0.205,,0.03,,0.001,,1870,,0.794,,0.602,,9.46,,52.4,,0.386,,2.04,,0.023,L,0.005,,0.001,,2.23,,0.2,,0.11,,0.008,,76.1,L,0.01,,0.011,,0.072,,9.5,,0.003,,0.133,,2.2,,0.716,,2.8,,0.9,
2014PN510356,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-23 13:43,WATER,DISCRETE SAMPLE,,744,,0.054,,1.09,,24.1,,0.049,,0.013,,44,,0.015,,1.97,,0.143,,1.14,,0.525,,1.66,,0.233,,0.04,,0.001,,2020,,0.928,,0.676,,9.56,,57.2,,0.376,,2.14,,0.034,,0.005,L,0.001,,2.47,,0.25,,0.11,,0.008,,76.7,,0.04,,0.015,,0.03,,12.1,,0.005,,0.139,,2.63,,0.79,,3.9,,1,
2014PN510374,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-27 11:17,WATER,DISCRETE SAMPLE,,1950,,0.081,,1.89,,39.9,,0.119,,0.028,,48.2,,0.021,,5.14,,0.374,,2.92,,1.31,,3.32,,0.633,,0.1,,0.005,,4080,,2.34,,1.64,,11.3,,121,,0.405,,4.29,,0.084,L,0.005,,0.001,,4.78,,0.62,,0.19,,0.016,,86,,0.01,,0.034,,0.025,,28.1,,0.01,,0.245,,6.09,,1.81,,9.1,,2.1,
2014PN510384,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-30 09:32,WATER,DISCRETE SAMPLE,,5400,,0.162,,4.71,,80.7,,0.343,,0.082,,58.5,,0.052,,16,,0.96,,8.85,,3.91,,8.7,,1.9,,0.15,,0.018,,10900,,7.3,,4.74,,15.7,,288,,0.524,,10.1,,0.213,L,0.005,,0.004,,12.4,,1.98,,0.34,,0.044,,107,,0.01,,0.089,,0.071,,70.7,,0.016,,0.503,,17.5,,5.21,,27.2,,5.7,
2014PN510404,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-03 15:15,WATER,DISCRETE SAMPLE,,1940,,0.067,,1.64,,34.2,,0.113,,0.027,,47.1,,0.022,,4.68,,0.389,,2.8,,1.27,,2.6,,0.673,,0.1,,0.054,,3580,,2.15,,1.41,,9.8,,102,,0.276,,3.61,,0.078,L,0.005,,0.001,,5.46,,0.31,,0.15,,0.015,,74,,0.01,,0.031,,0.029,,31.5,,0.004,,0.182,,5.97,,1.66,,7.8,,1.8,
2014PN510413,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-07 11:41,WATER,DISCRETE SAMPLE,,1150,,0.051,,1.21,,25.2,,0.072,,0.015,,43.1,,0.015,,3.04,,0.237,,5.06,,0.838,,1.6,,0.408,,0.06,,0.077,,2330,,1.38,,0.871,,9.19,,71.9,,0.738,,4.18,,0.06,L,0.005,L,0.001,,3.45,,0.17,,0.11,,0.007,,69.2,L,0.01,,0.019,,0.193,,19.8,,0.008,,0.136,,3.72,,1.12,,5,,1.3,
2014PN510423,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-09 11:00,WATER,DISCRETE SAMPLE,,1110,L,0.001,,1.16,,23.9,,0.067,,0.014,,46.5,,0.015,,2.54,,0.205,,1.61,,0.758,,1.52,,0.378,,0.05,,0.008,,2110,,1.18,,0.8,,9.29,,60.9,,0.245,,2.45,,0.048,L,0.005,,0.001,,3.24,,0.17,,0.12,,0.01,,73.5,,0.01,,0.02,,0.068,,19.7,,0.004,,0.133,,3.38,,0.996,,5.8,,1.3,
2014PN510443,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-11 13:10,WATER,DISCRETE SAMPLE,,884,,0.019,,1.08,,22.7,,0.055,,0.012,,43.5,,0.01,,2.14,,0.157,,1.3,,0.615,,1.42,,0.309,,0.05,,0.005,,1870,,0.995,,0.691,,9.27,,57.2,,0.258,,2.14,,0.065,L,0.005,,0.002,,2.52,,0.12,,0.11,,0.009,,72,,0.01,,0.015,,0.05,,15.5,,0.004,,0.121,,2.82,,0.841,,4.4,,1.2,
2014PN510462,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-16 12:08,WATER,DISCRETE SAMPLE,,750,,0.022,,1.11,,23.2,,0.051,,0.01,,48,,0.025,,1.94,,0.138,,1.12,,0.57,,1.26,,0.27,,0.04,,0.004,,1770,,0.891,,0.6,,9.71,,66.2,,0.277,,2.02,,0.033,L,0.005,,0.001,,2.29,,0.09,,0.1,,0.007,,82.8,,0.01,,0.013,,0.045,,14.5,,0.003,,0.118,,2.46,,0.753,,3.5,,1.1,
2014PN510474,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-18 10:04,WATER,DISCRETE SAMPLE,,531,,0.014,,1.03,,20.6,,0.037,,0.008,,46.7,,0.01,,1.33,,0.093,,0.79,,0.459,,1.08,,0.182,,0.03,,0.003,,1470,,0.651,,0.411,,9.36,,60.7,,0.277,,1.75,,0.045,L,0.005,,0.001,,1.72,,0.04,,0.11,,0.006,,83.2,L,0.01,,0.01,,0.04,,9.9,,0.004,,0.107,,1.77,,0.554,,2.9,,0.9,
2014PN510491,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-22 14:38,WATER,DISCRETE SAMPLE,,605,,0.014,,1.06,,21.9,,0.039,,0.008,,48.6,,0.009,,1.54,,0.115,,0.91,,0.486,,1.12,,0.216,,0.03,,0.005,,1630,,0.73,,0.477,,9.57,,74.9,,0.246,,1.79,,0.035,L,0.005,,0.002,,1.92,,0.05,,0.11,,0.006,,85.4,L,0.01,,0.011,,0.03,,11.5,,0.004,,0.118,,2.01,,0.623,,3,,1.2,
