Name,Method short name,Parameter short name
Water - Hydrocarbons,3685,1563_00_00_00_14
Water - Hydrocarbons,640,1292_00_00_00_14
Water - Hydrocarbons,640,1293_00_00_00_14
Water - Hydrocarbons,3685,1740_00_00_00_14
Water - Hydrocarbons,4378,5409_00_00_00_14
Water - Hydrocarbons,4479,4352_00_00_00_14
Water - Hydrocarbons,4477,5804_00_00_00_14
Water - Hydrocarbons,4428,1890_00_00_00_14
Water - Hydrocarbons,4378,5410_00_00_00_14
Water - Hydrocarbons,3685,3661_00_00_00_14
Water - Hydrocarbons,259,1537_00_00_00_14
Water - Hydrocarbons,259,1558_00_00_00_14
Water - Hydrocarbons,3697,4238_00_00_00_14
Water - Hydrocarbons,4428,1891_00_00_00_14
Water - Hydrocarbons,4477,5805_00_00_00_14
Water - Hydrocarbons,3401,1272_00_00_00_14
Water - Hydrocarbons,3697,4246_00_00_00_14
Water - Hydrocarbons,4081,1430_00_00_00_14
Water - Hydrocarbons,605,4761_00_00_00_14
Water - Hydrocarbons,4378,1892_00_00_00_14
Water - Hydrocarbons,4081,311_00_00_00_14
Water - Hydrocarbons,710,91_00_00_00_14
Water - Hydrocarbons,4081,4054_00_00_00_14
Water - Hydrocarbons,259,1587_00_00_00_14
Water - Hydrocarbons,259,1593_00_00_00_14
Water - Hydrocarbons,4081,4055_00_00_00_14
Water - Hydrocarbons,4100,140_00_00_00_14
Water - Hydrocarbons,2883,303_00_00_00_14
Water - Hydrocarbons,2883,304_00_00_00_14
Water - Hydrocarbons,4102,148_00_00_00_14
Water - Hydrocarbons,4102,3075_00_00_00_14
Water - Hydrocarbons,3401,140_00_00_00_14
Water - Hydrocarbons,4378,2055_00_00_00_14
Water - Hydrocarbons,4378,5339_00_00_00_14
Water - Hydrocarbons,4406,1262_00_00_00_14
Water - Hydrocarbons,4220,1436_00_00_00_14
Water - Hydrocarbons,4406,3880_00_00_00_14
Water - Hydrocarbons,741,1879_00_00_00_14
Water - Hydrocarbons,4406,3898_00_00_00_14
Water - Hydrocarbons,259,1488_00_00_00_14
Water - Hydrocarbons,4378,1881_00_00_00_14
Water - Hydrocarbons,4378,1889_00_00_00_14
Water - Hydrocarbons,605,1877_00_00_00_14
Water - Hydrocarbons,2863,292_00_00_00_14
Water - Hydrocarbons,2863,93_00_00_00_14
Water - Hydrocarbons,692,1431_00_00_00_14
Water - Hydrocarbons,706n1,1097_00_00_00_14
Water - Hydrocarbons,2883,245_00_00_00_14
Water - Hydrocarbons,3401,204_00_00_00_14
Water - Hydrocarbons,4378,1888_00_00_00_14
Water - Hydrocarbons,706n2,1097_00_00_00_14
Water - Hydrocarbons,706n2,1103_00_00_00_14
Water - Hydrocarbons,4220,1435_00_00_00_14
Water - Hydrocarbons,259,1098_00_00_00_14
Water - Hydrocarbons,847,311_00_00_00_14
Water - Hydrocarbons,982,204_00_00_00_14
Water - Hydrocarbons,259,1530_00_00_00_14
Water - Hydrocarbons,259,1533_00_00_00_14
Water - Hydrocarbons,282,141_00_00_00_14
Water - Hydrocarbons,4378,4763_00_00_00_14
Water - Hydrocarbons,259,4415_00_00_00_14
Water - Hydrocarbons,605,4757_00_00_00_14
Water - Hydrocarbons,741,2136_00_00_00_14
Water - Hydrocarbons,2003,3137_00_00_00_01
Water - Hydrocarbons,259,1269_00_00_00_14
Water - Hydrocarbons,259,1275_00_00_00_14
Water - Hydrocarbons,259,1752_00_00_00_14
Water - Hydrocarbons,4220,3938_00_00_00_14
Water - Hydrocarbons,4378,2058_00_00_00_14
Water - Hydrocarbons,741,2135_00_00_00_14
Water - Hydrocarbons,259,1545_00_00_00_14
Water - Hydrocarbons,4378,4766_00_00_00_14
Water - Hydrocarbons,2863,329_00_00_00_14
Water - Hydrocarbons,10238,944_00_00_00_14
Water - Hydrocarbons,2879,140_00_00_00_14
Water - Hydrocarbons,10366,4053_00_00_00_14
Water - Hydrocarbons,3401,237_00_00_00_14
Water - Hydrocarbons,1435,1541_00_00_00_14
Water - Hydrocarbons,1435,4417_00_00_00_14
Water - Hydrocarbons,710,204_00_00_00_14
Water - Hydrocarbons,710,219_00_00_00_14
Water - Hydrocarbons,1930,88_00_00_00_14
Water - Hydrocarbons,209,1389_00_00_00_14
Water - Hydrocarbons,4378,2060_00_00_00_14
Water - Hydrocarbons,2825,952_00_00_00_02
Water - Hydrocarbons,209,1392_00_00_00_14
Water - Hydrocarbons,710,315_00_00_00_14
Water - Hydrocarbons,4435,5693_00_00_00_14
Water - Hydrocarbons,741,2057_00_00_00_14
Water - Hydrocarbons,2863,2364_00_00_00_14
Water - Hydrocarbons,2863,4045_00_00_00_14
Water - Hydrocarbons,4435,5698_00_00_00_14
Water - Hydrocarbons,4378,1887_00_00_00_14
Water - Hydrocarbons,259,1264_00_00_00_14
Water - Hydrocarbons,259,1489_00_00_00_14
Water - Hydrocarbons,2879,1272_00_00_00_14
Water - Hydrocarbons,4378,5073_00_00_00_14
Water - Hydrocarbons,2879,215_00_00_00_14
Water - Hydrocarbons,259,1563_00_00_00_14
Water - Hydrocarbons,259,1578_00_00_00_14
Water - Hydrocarbons,2879,64_00_00_00_14
Water - Hydrocarbons,4378,1896_00_00_00_14
Water - Hydrocarbons,2863,315_00_00_00_14
Water - Hydrocarbons,3221,1403_00_00_00_14
Water - Hydrocarbons,3221,4250_00_00_00_14
Water - Hydrocarbons,2883,314_00_00_00_14
Water - Hydrocarbons,2883,72_00_00_00_14
Water - Hydrocarbons,3226n2,4444_00_00_00_14
Water - Hydrocarbons,605,4755_00_00_00_14
Water - Hydrocarbons,3670,1323_00_00_00_14
Water - Hydrocarbons,3684,1081_00_00_00_14
Water - Hydrocarbons,710,132_00_00_00_14
Water - Hydrocarbons,741,2056_00_00_00_14
Water - Hydrocarbons,3684,1531_00_00_00_14
Water - Hydrocarbons,3684,1543_00_00_00_14
Water - Hydrocarbons,259,1581_00_00_00_14
Water - Hydrocarbons,281,92_00_00_00_14
Water - Hydrocarbons,3684,1556_00_00_00_14
Water - Hydrocarbons,4378,5407_00_00_00_14
Water - Hydrocarbons,2879,146_00_00_00_14
Water - Hydrocarbons,3684,3662_00_00_00_14
Water - Hydrocarbons,3684,3781_00_00_00_14
Water - Hydrocarbons,2883,3049_00_00_00_14
Water - Hydrocarbons,4378,5391_00_00_00_14
Water - Hydrocarbons,3684,3858_00_00_00_14
Water - Hydrocarbons,710,181_00_00_00_14
Water - Hydrocarbons,741,2137_00_00_00_14
Water - Hydrocarbons,3684,3870_00_00_00_14
Water - Hydrocarbons,3684,3874_00_00_00_14
Water - Hydrocarbons,605,4762_00_00_00_14
Water - Hydrocarbons,3684,5312_00_00_00_14
Water - Hydrocarbons,259,1103_00_00_00_14
Water - Hydrocarbons,3699,4848_00_00_00_14
Water - Hydrocarbons,259,1564_00_00_00_14
Water - Hydrocarbons,4300,1083_00_00_00_14
Water - Hydrocarbons,4378,1891_00_00_00_14
Water - Hydrocarbons,3401,215_00_00_00_14
Water - Hydrocarbons,4378,2051_00_00_00_14
Water - Hydrocarbons,4300,1545_00_00_00_14
Water - Hydrocarbons,640,1435_00_00_00_14
Water - Hydrocarbons,640,1441_00_00_00_14
Water - Hydrocarbons,4300,4418_00_00_00_14
Water - Hydrocarbons,4378,2054_00_00_00_14
Water - Hydrocarbons,710,312_00_00_00_14
Water - Hydrocarbons,4406,1089_00_00_00_14
Water - Hydrocarbons,4406,1584_00_00_00_14
Water - Hydrocarbons,741,1877_00_00_00_14
Water - Hydrocarbons,4406,3836_00_00_00_14
Water - Hydrocarbons,259,1265_00_00_00_14
Water - Hydrocarbons,259,1571_00_00_00_14
Water - Hydrocarbons,4406,3843_00_00_00_14
Water - Hydrocarbons,4378,2059_00_00_00_14
Water - Hydrocarbons,4406,3851_00_00_00_14
Water - Hydrocarbons,259,1592_00_00_00_14
Water - Hydrocarbons,4378,5408_00_00_00_14
Water - Hydrocarbons,3401,93_00_00_00_14
Water - Hydrocarbons,4406,3883_00_00_00_14
Water - Hydrocarbons,4406,3892_00_00_00_14
Water - Hydrocarbons,4220,1292_00_00_00_14
Water - Hydrocarbons,671,1889_00_00_00_14
Water - Hydrocarbons,741,1883_00_00_00_14
Water - Hydrocarbons,4378,1878_00_00_00_14
Water - Hydrocarbons,4378,1885_00_00_00_14
Water - Hydrocarbons,706n1,1093_00_00_00_14
Water - Hydrocarbons,259,1541_00_00_00_14
Water - Hydrocarbons,259,1550_00_00_00_14
Water - Hydrocarbons,4428,1897_00_00_00_14
Water - Hydrocarbons,706n1,1541_00_00_00_14
Water - Hydrocarbons,706n1,1542_00_00_00_14
Water - Hydrocarbons,259,1570_00_00_00_14
Water - Hydrocarbons,4428,2133_00_00_00_14
Water - Hydrocarbons,4435,5700_00_00_00_14
Water - Hydrocarbons,2883,64_00_00_00_14
Water - Hydrocarbons,706n1,4417_00_00_00_14
Water - Hydrocarbons,706n2,1541_00_00_00_14
Water - Hydrocarbons,3401,148_00_00_00_14
Water - Hydrocarbons,4385,181_00_00_00_43
Water - Hydrocarbons,4445,4351_00_00_00_14
Water - Hydrocarbons,677,95_00_00_00_14
Water - Hydrocarbons,741,1895_00_00_00_14
Water - Hydrocarbons,710,299_00_00_00_14
Water - Hydrocarbons,741,2131_00_00_00_14
Water - Hydrocarbons,259,1104_00_00_00_14
Water - Hydrocarbons,259,1528_00_00_00_14
Water - Hydrocarbons,259,1543_00_00_00_14
Water - Hydrocarbons,4378,5406_00_00_00_14
Water - Hydrocarbons,4385,237_00_00_00_43
Water - Hydrocarbons,259,1565_00_00_00_14
Water - Hydrocarbons,259,1584_00_00_00_14
Water - Hydrocarbons,3401,315_00_00_00_14
Water - Hydrocarbons,1791,1295_00_00_00_14
Water - Hydrocarbons,4378,5411_00_00_00_14
Water - Hydrocarbons,710,237_00_00_00_14
Water - Hydrocarbons,259,1590_00_00_00_14
Water - Hydrocarbons,2879,3048_00_00_00_14
Water - Hydrocarbons,2883,315_00_00_00_14
Water - Hydrocarbons,4378,1895_00_00_00_14
Water - Hydrocarbons,10095,949_00_00_00_14
Water - Hydrocarbons,1435,1041_00_00_00_14
Water - Hydrocarbons,640,1291_00_00_00_14
Water - Hydrocarbons,259,1273_00_00_00_14
Water - Hydrocarbons,1435,1567_00_00_00_14
Water - Hydrocarbons,4378,5412_00_00_00_14
Water - Hydrocarbons,259,1540_00_00_00_14
Water - Hydrocarbons,154d3,689_00_00_00_14
Water - Hydrocarbons,259,1574_00_00_00_14
Water - Hydrocarbons,1947,91_00_00_00_14
Water - Hydrocarbons,1947d1,219_00_00_00_14
Water - Hydrocarbons,2863,215_00_00_00_14
Water - Hydrocarbons,2883,1041_00_00_00_14
Water - Hydrocarbons,4378,1890_00_00_00_14
Water - Hydrocarbons,2863d1,204_00_00_00_14
Water - Hydrocarbons,1981,303_00_00_00_14
Water - Hydrocarbons,710,303_00_00_00_14
Water - Hydrocarbons,209,1336_00_00_00_14
Water - Hydrocarbons,209,1357_00_00_00_14
Water - Hydrocarbons,259,1100_00_00_00_14
Water - Hydrocarbons,259,1259_00_00_00_14
Water - Hydrocarbons,209,1366_00_00_00_14
Water - Hydrocarbons,259,1276_00_00_00_14
Water - Hydrocarbons,3226n1,212_00_00_00_14
Water - Hydrocarbons,259,1551_00_00_00_14
Water - Hydrocarbons,3226n2,4439_00_00_00_14
Water - Hydrocarbons,3601,288_00_00_00_14
Water - Hydrocarbons,259,1582_00_00_00_14
Water - Hydrocarbons,3601,904_00_00_00_14
Water - Hydrocarbons,2883,219_00_00_00_14
Water - Hydrocarbons,3401,245_00_00_00_14
Water - Hydrocarbons,4428,5681_00_00_00_14
Water - Hydrocarbons,3684,5315_00_00_00_14
Water - Hydrocarbons,605,4590_00_00_00_14
Water - Hydrocarbons,3697,4245_00_00_00_14
Water - Hydrocarbons,3697,4266_00_00_00_14
Water - Hydrocarbons,605,4764_00_00_00_14
Water - Hydrocarbons,710,1272_00_00_00_14
Water - Hydrocarbons,4100,137_00_00_00_14
Water - Hydrocarbons,4100,147_00_00_00_14
Water - Hydrocarbons,741,2133_00_00_00_14
Water - Hydrocarbons,259,1277_00_00_00_14
Water - Hydrocarbons,4100,4412_00_00_00_14
Water - Hydrocarbons,259,1567_00_00_00_14
Water - Hydrocarbons,4300,1533_00_00_00_14
Water - Hydrocarbons,4300,1563_00_00_00_14
Water - Hydrocarbons,2883,146_00_00_00_14
Water - Hydrocarbons,2883,212_00_00_00_14
Water - Hydrocarbons,4300,4415_00_00_00_14
Water - Hydrocarbons,4300,5312_00_00_00_14
Water - Hydrocarbons,2883,312_00_00_00_14
Water - Hydrocarbons,259,1094_00_00_00_14
Water - Hydrocarbons,4406,1557_00_00_00_14
Water - Hydrocarbons,4406,3824_00_00_00_14
Water - Hydrocarbons,259,1266_00_00_00_14
Water - Hydrocarbons,259,1531_00_00_00_14
Water - Hydrocarbons,4406,3889_00_00_00_14
Water - Hydrocarbons,4406,3896_00_00_00_14
Water - Hydrocarbons,259,1585_00_00_00_14
Water - Hydrocarbons,692,146_00_00_00_14
Water - Hydrocarbons,2879,282_00_00_00_14
Water - Hydrocarbons,692,4410_00_00_00_14
Water - Hydrocarbons,710,146_00_00_00_14
Water - Hydrocarbons,710,1651_00_00_00_01
Water - Hydrocarbons,692,4833_00_00_00_14
Water - Hydrocarbons,259,1089_00_00_00_14
Water - Hydrocarbons,706n1,1088_00_00_00_14
Water - Hydrocarbons,706n1,1092_00_00_00_14
Water - Hydrocarbons,259,1262_00_00_00_14
Water - Hydrocarbons,259,1532_00_00_00_14
Water - Hydrocarbons,706n1,1563_00_00_00_14
Water - Hydrocarbons,706n1,1583_00_00_00_14
Water - Hydrocarbons,259,1589_00_00_00_14
Water - Hydrocarbons,706n2,4415_00_00_00_14
Water - Hydrocarbons,2883,1272_00_00_00_14
Water - Hydrocarbons,2883,91_00_00_00_14
Water - Hydrocarbons,982,1272_00_00_00_14
Water - Hydrocarbons,3401,219_00_00_00_14
Water - Hydrocarbons,3401,303_00_00_00_14
Water - Hydrocarbons,3401,95_00_00_00_14
Water - Hydrocarbons,741,2132_00_00_00_14
Water - Hydrocarbons,259,1093_00_00_00_14
Water - Hydrocarbons,259,1095_00_00_00_14
Water - Hydrocarbons,259,1576_00_00_00_14
Water - Hydrocarbons,2883,148_00_00_00_14
Water - Hydrocarbons,605,4760_00_00_00_14
Water - Hydrocarbons,741,1873_00_00_00_14
Water - Hydrocarbons,4428,1893_00_00_00_14
Water - Hydrocarbons,4428,5683_00_00_00_14
Water - Hydrocarbons,10366,1321_00_00_00_14
Water - Hydrocarbons,741,2141_00_00_00_14
Water - Hydrocarbons,259,1086_00_00_00_14
Water - Hydrocarbons,1435,5309_00_00_00_14
Water - Hydrocarbons,4435,5697_00_00_00_14
Water - Hydrocarbons,4435,5703_00_00_00_14
Water - Hydrocarbons,259,1102_00_00_00_14
Water - Hydrocarbons,1947,1272_00_00_00_14
Water - Hydrocarbons,1947d2,245_00_00_00_14
Water - Hydrocarbons,259,1555_00_00_00_14
Water - Hydrocarbons,259,1559_00_00_00_14
Water - Hydrocarbons,2011,308_00_00_00_14
Water - Hydrocarbons,2011,333_00_00_00_14
Water - Hydrocarbons,3401,306_00_00_00_14
Water - Hydrocarbons,209,1360_00_00_00_14
Water - Hydrocarbons,4220,1440_00_00_00_14
Water - Hydrocarbons,2345,331_00_00_00_14
Water - Hydrocarbons,710,147_00_00_00_14
Water - Hydrocarbons,3221,1406_00_00_00_14
Water - Hydrocarbons,741,1897_00_00_00_14
Water - Hydrocarbons,3221,4209_00_00_00_14
Water - Hydrocarbons,259,1088_00_00_00_14
Water - Hydrocarbons,281,145_00_00_00_14
Water - Hydrocarbons,3653,256_00_00_00_14
Water - Hydrocarbons,3670,1422_00_00_00_14
Water - Hydrocarbons,2863,1272_00_00_00_14
Water - Hydrocarbons,530,1487_00_00_00_14
Water - Hydrocarbons,3684,1529_00_00_00_14
Water - Hydrocarbons,3684,1549_00_00_00_14
Water - Hydrocarbons,530,1902_00_00_00_14
Water - Hydrocarbons,3684,3815_00_00_00_14
Water - Hydrocarbons,710,1270_00_00_00_14
Water - Hydrocarbons,741,2144_00_00_00_14
Water - Hydrocarbons,3684,3873_00_00_00_14
Water - Hydrocarbons,3685,1103_00_00_00_14
Water - Hydrocarbons,259,1083_00_00_00_14
Water - Hydrocarbons,3685,1749_00_00_00_14
Water - Hydrocarbons,259,1557_00_00_00_14
Water - Hydrocarbons,3685,2650_00_00_00_14
Water - Hydrocarbons,259,1583_00_00_00_14
Water - Hydrocarbons,3685,3782_00_00_00_14
Water - Hydrocarbons,259,4418_00_00_00_14
Water - Hydrocarbons,3685,3889_00_00_00_14
Water - Hydrocarbons,2863,181_00_00_00_14
Water - Hydrocarbons,3685,3891_00_00_00_14
Water - Hydrocarbons,1947,2876_00_00_00_14
Water - Hydrocarbons,3685,4415_00_00_00_14
Water - Hydrocarbons,259,1090_00_00_00_14
Water - Hydrocarbons,259,1096_00_00_00_14
Water - Hydrocarbons,3697,4248_00_00_00_14
Water - Hydrocarbons,259,1566_00_00_00_14
Water - Hydrocarbons,4081,1078_00_00_00_14
Water - Hydrocarbons,259,1577_00_00_00_14
Water - Hydrocarbons,4102,219_00_00_00_14
Water - Hydrocarbons,259,1594_00_00_00_14
Water - Hydrocarbons,4406,3777_00_00_00_14
Water - Hydrocarbons,4406,4549_00_00_00_14
Water - Hydrocarbons,2883,237_00_00_00_14
Water - Hydrocarbons,605,2054_00_00_00_14
Water - Hydrocarbons,741,1886_00_00_00_14
Water - Hydrocarbons,643u1,233_00_00_00_14
Water - Hydrocarbons,259,1258_00_00_00_14
Water - Hydrocarbons,259,1568_00_00_00_14
Water - Hydrocarbons,658,330_00_00_00_14
Water - Hydrocarbons,692,4838_00_00_00_14
Water - Hydrocarbons,259,1595_00_00_00_14
Water - Hydrocarbons,259,4549_00_00_00_14
Water - Hydrocarbons,706n1,1587_00_00_00_14
Water - Hydrocarbons,706n2,1083_00_00_00_14
Water - Hydrocarbons,2883,181_00_00_00_14
Water - Hydrocarbons,3401,132_00_00_00_14
Water - Hydrocarbons,706n2,1102_00_00_00_14
Water - Hydrocarbons,706n2,1583_00_00_00_14
Water - Hydrocarbons,3401,312_00_00_00_14
Water - Hydrocarbons,706n2,4416_00_00_00_14
Water - Hydrocarbons,605,4756_00_00_00_14
Water - Hydrocarbons,605,4758_00_00_00_14
Water - Hydrocarbons,717,1648_00_00_00_14
Water - Hydrocarbons,741,1888_00_00_00_14
Water - Hydrocarbons,2863,95_00_00_00_14
Water - Hydrocarbons,741,1889_00_00_00_14
Water - Hydrocarbons,2883,140_00_00_00_14
Water - Hydrocarbons,2883,3048_00_00_00_14
Water - Hydrocarbons,741,1872_00_00_00_14
Water - Hydrocarbons,281,147_00_00_00_14
Water - Hydrocarbons,4360,181_00_00_00_14
Water - Hydrocarbons,4428,1877_00_00_00_14
Water - Hydrocarbons,2879,155_00_00_00_14
Water - Hydrocarbons,2883,204_00_00_00_14
Water - Hydrocarbons,4428,1889_00_00_00_14
Water - Hydrocarbons,2883,306_00_00_00_14
Water - Hydrocarbons,3401,137_00_00_00_14
Water - Hydrocarbons,530,1900_00_00_00_14
Water - Hydrocarbons,2879,91_00_00_00_14
Water - Hydrocarbons,3401,64_00_00_00_14
Water - Hydrocarbons,640,1436_00_00_00_14
Water - Hydrocarbons,10350,273_00_00_00_14
Water - Hydrocarbons,2863d1,132_00_00_00_14
Water - Hydrocarbons,710,155_00_00_00_14
Water - Hydrocarbons,10366,4401_00_00_00_14
Water - Hydrocarbons,2015,303_00_00_00_14
Water - Hydrocarbons,259,1263_00_00_00_14
Water - Hydrocarbons,259,1274_00_00_00_14
Water - Hydrocarbons,2663,239_00_00_00_14
Water - Hydrocarbons,2864,91_00_00_00_14
Water - Hydrocarbons,259,1546_00_00_00_14
Water - Hydrocarbons,2863,314_00_00_00_14
Water - Hydrocarbons,2879,304_00_00_00_14
Water - Hydrocarbons,3401,299_00_00_00_14
Water - Hydrocarbons,3226n1,4439_00_00_00_14
Water - Hydrocarbons,640,1437_00_00_00_14
Water - Hydrocarbons,3226n2,1475_00_00_00_14
Water - Hydrocarbons,3227,4415_00_00_00_14
Water - Hydrocarbons,741,2143_00_00_00_14
Water - Hydrocarbons,3228,4216_00_00_00_14
Water - Hydrocarbons,259,1267_00_00_00_14
Water - Hydrocarbons,3669,1270_00_00_00_14
Water - Hydrocarbons,2879,306_00_00_00_14
Water - Hydrocarbons,2883,132_00_00_00_14
Water - Hydrocarbons,3684,1559_00_00_00_14
Water - Hydrocarbons,3684,3776_00_00_00_14
Water - Hydrocarbons,2883,215_00_00_00_14
Water - Hydrocarbons,2883,311_00_00_00_14
Water - Hydrocarbons,3684,3860_00_00_00_14
Water - Hydrocarbons,3684,3868_00_00_00_14
Water - Hydrocarbons,3401,329_00_00_00_14
Water - Hydrocarbons,3684,3869_00_00_00_14
Water - Hydrocarbons,530,1901_00_00_00_14
Water - Hydrocarbons,3684,3886_00_00_00_14
Water - Hydrocarbons,741,1893_00_00_00_14
Water - Hydrocarbons,3684,3901_00_00_00_14
Water - Hydrocarbons,259,1553_00_00_00_14
Water - Hydrocarbons,3685,1577_00_00_00_14
Water - Hydrocarbons,605,4759_00_00_00_14
Water - Hydrocarbons,3685,3137_00_00_00_14
Water - Hydrocarbons,710,137_00_00_00_14
Water - Hydrocarbons,710,140_00_00_00_14
Water - Hydrocarbons,3697,4255_00_00_00_14
Water - Hydrocarbons,3699,4850_00_00_00_14
Water - Hydrocarbons,259,1575_00_00_00_14
Water - Hydrocarbons,259,1586_00_00_00_14
Water - Hydrocarbons,4081,4048_00_00_00_14
Water - Hydrocarbons,4081,4072_00_00_00_14
Water - Hydrocarbons,259,2619_00_00_00_14
Water - Hydrocarbons,259,4553_00_00_00_14
Water - Hydrocarbons,4100,145_00_00_00_14
Water - Hydrocarbons,4102,137_00_00_00_14
Water - Hydrocarbons,2863d1,137_00_00_00_14
Water - Hydrocarbons,4102,146_00_00_00_14
Water - Hydrocarbons,2883,282_00_00_00_14
Water - Hydrocarbons,710,292_00_00_00_14
Water - Hydrocarbons,4102,4531_00_00_00_14
Water - Hydrocarbons,741,2053_00_00_00_14
Water - Hydrocarbons,4102,915_00_00_00_14
Water - Hydrocarbons,741,4762_00_00_00_14
Water - Hydrocarbons,4300,1099_00_00_00_14
Water - Hydrocarbons,4300,1101_00_00_00_14
Water - Hydrocarbons,259,1539_00_00_00_14
Water - Hydrocarbons,259,1554_00_00_00_14
Water - Hydrocarbons,4300,1538_00_00_00_14
Water - Hydrocarbons,4300,1578_00_00_00_14
Water - Hydrocarbons,2883,95_00_00_00_14
Water - Hydrocarbons,3401,146_00_00_00_14
Water - Hydrocarbons,1867,250_00_00_00_14
Water - Hydrocarbons,4300,1583_00_00_00_14
Water - Hydrocarbons,4406,1529_00_00_00_14
Water - Hydrocarbons,2321,69_00_00_00_14
Water - Hydrocarbons,3401,212_00_00_00_14
Water - Hydrocarbons,4406,3823_00_00_00_14
Water - Hydrocarbons,4428,2053_00_00_00_14
Water - Hydrocarbons,710,212_00_00_00_14
Water - Hydrocarbons,710,92_00_00_00_14
Water - Hydrocarbons,4406,3856_00_00_00_14
Water - Hydrocarbons,643,2849_00_00_00_14
Water - Hydrocarbons,4406,3881_00_00_00_14
Water - Hydrocarbons,741,2134_00_00_00_14
Water - Hydrocarbons,741,2140_00_00_00_14
Water - Hydrocarbons,462,3574_00_00_00_14
Water - Hydrocarbons,259,2650_00_00_00_14
Water - Hydrocarbons,643u2,233_00_00_00_14
Water - Hydrocarbons,692,1272_00_00_00_14
Water - Hydrocarbons,2879,312_00_00_00_14
Water - Hydrocarbons,605,4765_00_00_00_14
Water - Hydrocarbons,706n1,1554_00_00_00_14
Water - Hydrocarbons,709,64_00_00_00_14
Water - Hydrocarbons,710,148_00_00_00_14
Water - Hydrocarbons,717,1646_00_00_00_14
Water - Hydrocarbons,259,1268_00_00_00_14
Water - Hydrocarbons,259,4557_00_00_00_14
Water - Hydrocarbons,2879,311_00_00_00_14
Water - Hydrocarbons,2883,329_00_00_00_14
Water - Hydrocarbons,3401,155_00_00_00_14
Water - Hydrocarbons,3401,72_00_00_00_14
Water - Hydrocarbons,710,306_00_00_00_14
Water - Hydrocarbons,741,1884_00_00_00_14
Water - Hydrocarbons,259,1535_00_00_00_14
Water - Hydrocarbons,259,1536_00_00_00_14
Water - Hydrocarbons,259,1538_00_00_00_14
Water - Hydrocarbons,10350,74_00_00_00_14
Water - Hydrocarbons,259,1542_00_00_00_14
Water - Hydrocarbons,154d4,689_00_00_00_14
Water - Hydrocarbons,259,4417_00_00_00_14
Water - Hydrocarbons,1947,272_00_00_00_14
Water - Hydrocarbons,1947d2,95_00_00_00_14
Water - Hydrocarbons,2879,299_00_00_00_14
Water - Hydrocarbons,1981,292_00_00_00_14
Water - Hydrocarbons,640,1440_00_00_00_14
Water - Hydrocarbons,1981,314_00_00_00_14
Water - Hydrocarbons,209,1367_00_00_00_14
Water - Hydrocarbons,209,1387_00_00_00_14
Water - Hydrocarbons,2863,327_00_00_00_14
Water - Hydrocarbons,4357,1888_00_00_00_14
Water - Hydrocarbons,4428,1878_00_00_00_14
Water - Hydrocarbons,3226n1,4442_00_00_00_14
Water - Hydrocarbons,3226n1,4444_00_00_00_14
Water - Hydrocarbons,4428,1895_00_00_00_14
Water - Hydrocarbons,3530,2824_00_00_00_14
Water - Hydrocarbons,4428,2060_00_00_00_14
Water - Hydrocarbons,4435,5707_00_00_00_14
Water - Hydrocarbons,3601,103_00_00_00_14
Water - Hydrocarbons,3670,1319_00_00_00_14
Water - Hydrocarbons,3684,1268_00_00_00_14
Water - Hydrocarbons,3684,3777_00_00_00_14
Water - Hydrocarbons,3684,3825_00_00_00_14
Water - Hydrocarbons,3684,3829_00_00_00_14
Water - Hydrocarbons,3684,4546_00_00_00_14
Water - Hydrocarbons,3685,1100_00_00_00_14
Water - Hydrocarbons,3685,1550_00_00_00_14
Water - Hydrocarbons,3685,1585_00_00_00_14
Water - Hydrocarbons,3685,3810_00_00_00_14
Water - Hydrocarbons,3697,4218_00_00_00_14
Water - Hydrocarbons,3697,4237_00_00_00_14
Water - Hydrocarbons,4102,1423_00_00_00_14
Water - Hydrocarbons,4102,147_00_00_00_14
Water - Hydrocarbons,4102,4405_00_00_00_14
Water - Hydrocarbons,4300,2650_00_00_00_14
Water - Hydrocarbons,4357,1895_00_00_00_14
Water - Hydrocarbons,4406,1277_00_00_00_14
Water - Hydrocarbons,4406,1549_00_00_00_14
Water - Hydrocarbons,4406,1586_00_00_00_14
Water - Hydrocarbons,4406,3890_00_00_00_14
Water - Hydrocarbons,692,132_00_00_00_14
Water - Hydrocarbons,706n1,1099_00_00_00_14
Water - Hydrocarbons,706n1,1567_00_00_00_14
Water - Hydrocarbons,706n1,1575_00_00_00_14
Water - Hydrocarbons,741,2059_00_00_00_14
Water - Hydrocarbons,2319,2847_00_00_00_14
Water - Hydrocarbons,2319,78_00_00_00_14
Water - Hydrocarbons,2825,2838_00_00_00_02
Water - Hydrocarbons,4428,2144_00_00_00_14
Water - Hydrocarbons,10095,946_00_00_00_14
Water - Hydrocarbons,10095,953_00_00_00_14
Water - Hydrocarbons,1435,2650_00_00_00_14
Water - Hydrocarbons,2043,158_00_00_00_14
Water - Hydrocarbons,209,1385_00_00_00_14
Water - Hydrocarbons,2863d2,212_00_00_00_14
Water - Hydrocarbons,3221,4207_00_00_00_14
Water - Hydrocarbons,3221,4274_00_00_00_14
Water - Hydrocarbons,3325,4009_00_00_00_14
Water - Hydrocarbons,3601,3580_00_00_00_14
Water - Hydrocarbons,3601,74_00_00_00_14
Water - Hydrocarbons,3669,145_00_00_00_14
Water - Hydrocarbons,3684,1259_00_00_00_14
